product_id,brand,gender,category,master_category,sub_category,article_type,mrp,price,discount,discount_type,discount_display_label,coupon_discount,best_price,rating,rating_count,list_views,inventory,available,sizes,has_multiple_sizes,snapshot_date,season,is_fast_fashion,promotion_tags,has_promotion,year,preferred_delivery_tag,delivery_promise,source_sort
29615058,TANDUL,Women,Dresses,Apparel,Dress,Dresses,1499,577,922,1,(Rs. 922 OFF),202,375,3.96460175514221,339,0,1,True,"S,M,L,XL",True,2026-01-10,Summer,True,Festive_Price_Crash,True,2024,EXPRESS,Delivery By Jan 12,popularity
25497076,W,Women,Dresses,Apparel,Dress,Dresses,4599,2299,2300,1,(50% OFF),500,1799,4.29838705062866,372,0,173,True,"XS,S,M,M/L,L,XL,XXL",True,2026-01-10,Fall,True,Festive_Price_Crash|Crazy_Deal,True,2023,EXPRESS,Delivery By Jan 12,popularity
20911328,Berrylush Curve,Women,Dresses,Apparel,Dress,Dresses,3499,1084,2415,1,(69% OFF),350,734,4.29110193252564,4428,0,26,True,"XXL,3XL,4XL,5XL,6XL",True,2026-01-10,Summer,True,Festive_Price_Crash,True,2025,EXPRESS,Delivery By Jan 12,popularity
36145538,Tzelynn,Women,Dresses,Apparel,Dress,Dresses,1499,899,600,1,(40% OFF),315,584,3.89655160903931,29,0,968,True,"S,M,L,XL",True,2026-01-10,Summer,True,,False,2025,,,popularity
30663177,Berrylush,Women,Dresses,Apparel,Dress,Dresses,2799,727,2072,1,(74% OFF),255,472,4.05514717102051,272,0,45,True,"XS,S,M,L,XL",True,2026-01-10,Summer,True,Crazy_Deal|Festive_Price_Crash,True,2025,EXPRESS,Delivery By Jan 12,popularity
24541580,StyleCast,Women,Dresses,Apparel,Dress,Dresses,2649,688,1961,1,(74% OFF),241,447,3.8332040309906,1289,0,1,True,"S,M,L",True,2026-01-10,Winter,True,Crazy_Deal|Festive_Price_Crash|Myntra_Unique,True,2023,,,popularity
33580606,Claura,Women,Dresses,Apparel,Dress,Dresses,2899,840,2059,1,(71% OFF),252,588,4.28688526153564,122,0,3,True,"S,M,L,XL,XXL",True,2026-01-10,Summer,True,Festive_Price_Crash|Crazy_Deal,True,2025,EXPRESS,Delivery By Jan 13,popularity
33980307,bebe,Women,Dresses,Apparel,Dress,Dresses,4499,1619,2880,1,(64% OFF),486,1133,2.20833325386047,24,0,198,True,"S,M,L,XL,XXL",True,2026-01-10,Summer,True,GST_Benefit_Included|Crazy_Deal|Festive_Price_Crash,True,2025,EXPRESS,Delivery By Jan 12,popularity
33444638,MANGO,Women,Dresses,Apparel,Dress,Dresses,3790,1895,1895,1,(50% OFF),500,1395,4.55555534362793,36,0,3,True,"XS,S,M,L,XL",True,2026-01-10,Spring,True,Crazy_Deal|GST_Benefit_Included|Festive_Price_Crash|Myntra_Unique,True,2025,EXPRESS,Delivery By Jan 12,popularity
30428810,AAHWAN,Women,Dresses,Apparel,Dress,Dresses,1999,494,1505,1,(Rs. 1505 OFF),173,321,4.11291646957398,2400,0,99,True,"XS,S,M,L",True,2026-01-10,Spring,True,Crazy_Deal|Festive_Price_Crash,True,2024,,,popularity
30659631,bebe,Women,Dresses,Apparel,Dress,Dresses,7999,2399,5600,1,(70% OFF),500,1899,4.20689678192139,29,0,24,True,"XS,S,M,L,XL",True,2026-01-10,Fall,True,Crazy_Deal|Festive_Price_Crash,True,2024,EXPRESS,Delivery By Jan 12,popularity
28618816,all about you,Women,Dresses,Apparel,Dress,Dresses,2599,597,2002,1,(77% OFF),209,388,4.23346281051636,514,0,27,True,"XS,S,M,L,XL,XXL",True,2026-01-10,Fall,True,Crazy_Deal|Festive_Price_Crash,True,2024,EXPRESS,Delivery By Jan 12,popularity
34159541,Trendyol,Women,Dresses,Apparel,Dress,Dresses,2399,1199,1200,1,(50% OFF),360,839,4.31901836395264,163,0,66,True,"XS,S,M,L,XL",True,2026-01-10,Summer,True,Crazy_Deal|Festive_Price_Crash|Myntra_Unique,True,2025,EXPRESS,Delivery By Jan 12,popularity
34784981,ARDITA,Women,Dresses,Apparel,Dress,Dresses,2499,1299,1200,1,(48% OFF),390,909,4.59999990463257,25,0,11,True,"XS,S,M,L,XL,XXL",True,2026-01-10,Summer,True,Festive_Price_Crash|GST_Benefit_Included,True,2025,,,popularity
32449802,DRESENCE,Women,Dresses,Apparel,Dress,Dresses,5999,3507,2492,1,(42% OFF),500,3007,3.90909099578857,44,0,32,True,"XS,S,M,L,XL,XXL,3XL,4XL",True,2026-01-10,Summer,True,Festive_Price_Crash|Crazy_Deal,True,2025,,,popularity
36716619,SZN,Women,Dresses,Apparel,Dress,Dresses,2499,424,2075,1,(Rs. 2075 OFF),150,274,3.24761915206909,105,0,188,True,"S,M,L,XL",True,2026-01-10,Winter,True,Myntra_Unique,True,2025,EXPRESS,Delivery By Jan 13,popularity
24314230,SASSAFRAS worklyf,Women,Dresses,Apparel,Dress,Dresses,2399,791,1608,1,(Rs. 1608 OFF),277,514,4.35739421844482,568,0,9,True,"XS,S,M,L,XL,XXL",True,2026-01-10,Fall,True,Crazy_Deal|Festive_Price_Crash,True,2023,EXPRESS,Delivery By Jan 11,popularity
33434451,Antheaa,Women,Dresses,Apparel,Dress,Dresses,2999,1529,1470,1,(49% OFF),459,1070,4.5,58,0,17,True,"XS,S,M,L,XL,XXL",True,2026-01-10,Summer,True,Crazy_Deal|Festive_Price_Crash|GST_Benefit_Included,True,2025,EXPRESS,Delivery By Jan 12,popularity
